soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep,aktivitetsomraade,satskode
2021,34,3436,999297048,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,90,4230,Opprettholde kulturlandskapet,1.2.5.151
2021,34,3442,999289193,3442,188,1,0,Biologisk mangfold,Soner for pollinerende insekter,Hoey sats,10,METER,2427,24270,Prioriterte naturverdier,2.4.97.309
2021,34,3442,999289193,3442,188,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,479,38320,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3442,999289193,3442,188,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,479,28740,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,5,3454,999287093,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,2227,48994,Opprettholde kulturlandskapet,1.2.5.150
2021,5,3454,999287093,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,171,8037,Opprettholde kulturlandskapet,1.2.5.151
2021,34,3429,999277888,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,2090,45980,Opprettholde kulturlandskapet,1.2.5.150
2021,4,3429,999276008,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,3313,72886,Opprettholde kulturlandskapet,1.2.5.150
2021,4,3429,999276008,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,183,8601,Opprettholde kulturlandskapet,1.2.5.151
2021,34,3415,999275672,3415,35,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,275,19250,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3435,999266606,3435,15,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,81,8910,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3435,999266606,3435,15,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,27,2970,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3435,999266606,3435,15,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,75,DEKAR,0,0,Regionalt prioriterte kulturlandskap,1.1.84.000
2021,34,3435,999266606,3435,15,1,0,Biologisk mangfold,Skjoetsel av biologisk verdifulle arealer,Beiting,130,DEKAR,18,2340,Prioriterte naturverdier,2.4.94.303
2021,34,3435,999266606,3435,15,1,0,Biologisk mangfold,Skjoetsel av biologisk verdifulle arealer,Slaatt,1000,DEKAR,0,0,Prioriterte naturverdier,2.4.94.304
2021,34,3435,999266606,3435,15,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,20,2200,Nyere tids kulturminner,3.9.109.303
2021,34,3435,999266606,3435,15,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,169,13520,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,5,3432,999254381,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,2287,50314,Opprettholde kulturlandskapet,1.2.5.150
2021,5,3432,999254381,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,283,13301,Opprettholde kulturlandskapet,1.2.5.151
2021,4,3418,999250246,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,288,6336,Opprettholde kulturlandskapet,1.2.5.150
2021,4,3418,999250246,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,40,1880,Opprettholde kulturlandskapet,1.2.5.151
2021,5,3442,999243304,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,3535,77770,Opprettholde kulturlandskapet,1.2.5.150
2021,34,3413,999240496,3413,348,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,23,2530,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3413,999240496,3413,348,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,1,110,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3413,999240496,3413,348,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,75,DEKAR,0,0,Regionalt prioriterte kulturlandskap,1.1.84.000
2021,34,3413,999240496,3413,348,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,41,4510,Nyere tids kulturminner,3.9.109.303
2021,34,3413,999240496,3413,348,1,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,533,31980,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3413,999240496,3413,348,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,132,9240,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3432,999234755,3432,52,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,9,990,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3432,999234755,3432,52,1,0,Kulturminner og kulturmiljoeer,Drift av seter,Levering til meieri,60000,ANDEL,4,15000,Setring,3.6.100.312
2021,34,3432,999234755,3432,52,1,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,114,6840,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3438,999223095,3438,145,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,37,4070,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3438,999223095,3438,145,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,18,1980,Nyere tids kulturminner,3.9.109.308
2021,34,3413,999206514,3413,310,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,290,20300,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3439,999176801,3439,76,4,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,2,220,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3439,999176801,3439,76,4,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,9,990,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3439,999176801,3439,76,4,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,10,1100,Nyere tids kulturminner,3.9.109.308
2021,34,3438,999175848,3438,44,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,18,1980,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3438,999175848,3438,44,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,75,DEKAR,0,0,Regionalt prioriterte kulturlandskap,1.1.84.000
2021,34,3438,999175848,3438,44,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,18,1980,Nyere tids kulturminner,3.9.109.303
2021,34,3438,999175848,3438,44,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,13,1430,Nyere tids kulturminner,3.9.109.308
2021,34,3438,999175848,3438,44,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,11,990,Avrenning,5.21.111.512
2021,34,3438,999175848,3438,44,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,22,2640,Avrenning,5.21.111.526
2021,34,3438,999175848,3438,44,1,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,75,4500,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,4,3429,999162916,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,68,1496,Opprettholde kulturlandskapet,1.2.5.150
2021,4,3429,999162916,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,33,1551,Opprettholde kulturlandskapet,1.2.5.151
2021,5,3436,999118747,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,623,13706,Opprettholde kulturlandskapet,1.2.5.150
2021,5,3436,999118747,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,31,1457,Opprettholde kulturlandskapet,1.2.5.151
2021,34,3412,999115349,3412,204,1,0,Biologisk mangfold,Soner for pollinerende insekter,Hoey sats,10,METER,671,6710,Prioriterte naturverdier,2.4.97.309
2021,34,3413,999096549,3413,322,3,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3413,999096549,3413,322,3,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,124,11160,Avrenning,5.21.111.512
2021,34,3413,999096549,3413,322,3,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,8,960,Avrenning,5.21.111.526
2021,34,3442,999092489,3442,238,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,377,26390,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3453,999084869,3453,22,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,44,4840,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3453,999084869,3453,22,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,11,1210,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3453,999084869,3453,22,1,0,Biologisk mangfold,Skjoetsel av biologisk verdifulle arealer,Beiting,130,DEKAR,24,3120,Prioriterte naturverdier,2.4.94.303
2021,34,3453,999084869,3453,22,1,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,73,4380,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3453,999084869,3453,22,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,73,4380,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,4,3430,999082467,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,1499,32978,Opprettholde kulturlandskapet,1.2.5.150
2021,4,3430,999082467,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,27,1269,Opprettholde kulturlandskapet,1.2.5.151
2021,34,3441,999068375,3441,209,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,92,10120,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3441,999068375,3441,209,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,8,880,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3441,999068375,3441,209,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,20,2200,Nyere tids kulturminner,3.9.109.303
2021,34,3441,999068375,3441,209,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,315,25200,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3441,999068375,3441,209,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,315,18900,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,4,3429,999064388,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,1606,35332,Opprettholde kulturlandskapet,1.2.5.150
2021,4,3429,999064388,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,24,1128,Opprettholde kulturlandskapet,1.2.5.151
2021,34,3439,999059767,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,4321,95062,Opprettholde kulturlandskapet,1.2.5.150
2021,34,3439,999059767,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,159,7473,Opprettholde kulturlandskapet,1.2.5.151
2021,5,3451,999058892,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,1310,28820,Opprettholde kulturlandskapet,1.2.5.150
2021,5,3451,999058892,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,47,ANTALL_DYR,147,6909,Opprettholde kulturlandskapet,1.2.5.151
2021,4,3429,999035841,,,,,Kulturlandskap,Drift av beitelag,Smaafe,22,ANTALL_DYR,828,18216,Opprettholde kulturlandskapet,1.2.5.150
2021,34,3441,999027512,3441,126,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,42,4620,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3441,999027512,3441,126,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,6,660,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3441,999027512,3441,126,2,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,20,2200,Nyere tids kulturminner,3.9.109.308
2021,34,3441,999027512,3441,126,2,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,36,2160,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3417,999020658,3417,11,13,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3417,999020658,3417,11,13,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,41,3690,Avrenning,5.21.111.512
2021,34,3417,999020658,3417,11,13,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, andre omraader",70,DEKAR,49,3430,Avrenning,5.21.111.516
2021,34,3417,999020658,3417,11,13,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,3,360,Avrenning,5.21.111.526
2021,34,3407,999000215,3407,38,5,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,34,3740,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3407,999000215,3407,38,5,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,75,DEKAR,0,0,Regionalt prioriterte kulturlandskap,1.1.84.000
2021,34,3407,999000215,3407,38,5,0,Kulturminner og kulturmiljoeer,Skjoetsel av automatisk fredete kulturminner,Beiting,250,DEKAR,16,4000,Automatisk fredede kulturminner,3.8.102.303
2021,34,3425,998934753,3425,165,286,0,Kulturminner og kulturmiljoeer,Drift av seter,Levering til meieri,60000,ANDEL,4,15000,Setring,3.6.100.312
2021,34,3425,998934753,3425,165,286,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,14,1540,Nyere tids kulturminner,3.9.109.303
2021,34,3425,998934753,3425,165,286,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,205,12300,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3425,998934753,3425,165,286,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,46,3220,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3413,998906695,3413,222,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,385,30800,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3413,998906695,3413,222,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,385,23100,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,38,3442,998866383,3811,115,29,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,41,4510,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,38,3442,998866383,3811,115,29,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,2,220,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,38,3442,998866383,3811,115,29,0,Avrenning til vann,"Grasdekt kantsone i aaker, korn",Prioriterte omraader,19,METER,707,13433,Avrenning,5.21.122.505
2021,34,3418,998858992,3418,50,15,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3418,998858992,3418,50,15,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,601,54090,Avrenning,5.21.111.512
2021,34,3418,998858992,3418,50,15,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, prioriterte omraader",145,DEKAR,5,725,Avrenning,5.21.111.513
2021,34,3418,998858992,3418,50,15,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,205,24600,Avrenning,5.21.111.526
2021,34,3441,998853184,3441,57,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,22,2420,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3441,998853184,3441,57,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,241,19280,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3441,998853184,3441,57,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,241,14460,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,34,3427,998846560,3427,70,11,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,362,28960,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3432,998829747,3432,94,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,8,880,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3432,998829747,3432,94,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,1,110,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3432,998829747,3432,94,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,13,1430,Nyere tids kulturminner,3.9.109.303
2021,34,3432,998829747,3432,94,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,71,5680,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3432,998829747,3432,94,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,20,1400,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3432,998829747,3432,94,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,71,4260,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,34,3421,998778557,3421,38,201,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,146,11680,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3421,998778557,3421,38,201,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,32,2240,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3415,998772958,3415,21,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3415,998772958,3415,21,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,47,4230,Avrenning,5.21.111.512
2021,34,3415,998772958,3415,21,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,7,840,Avrenning,5.21.111.526
2021,34,3422,998749824,3422,22,1,0,Biologisk mangfold,Soner for pollinerende insekter,Hoey sats,10,METER,5000,50000,Prioriterte naturverdier,2.4.97.309
2021,34,3422,998749824,3422,22,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3422,998749824,3422,22,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,78,7020,Avrenning,5.21.111.512
2021,34,3422,998749824,3422,22,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 3, prioriterte omraader",200,DEKAR,18,3600,Avrenning,5.21.111.514
2021,34,3422,998749824,3422,22,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, andre omraader",70,DEKAR,149,10430,Avrenning,5.21.111.516
2021,34,3422,998749824,3422,22,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, andre omraader",125,DEKAR,34,4250,Avrenning,5.21.111.517
2021,34,3422,998749824,3422,22,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1,med draag, andre omraader",100,DEKAR,4,400,Avrenning,5.21.111.528
2021,34,3411,998727022,3411,360,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,4,440,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3411,998727022,3411,360,3,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,107,6420,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3417,998710359,3417,73,15,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,25,2250,Avrenning,5.21.111.512
2021,34,3417,998710359,3417,73,15,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, prioriterte omraader",145,DEKAR,14,2030,Avrenning,5.21.111.513
2021,34,3417,998710359,3417,73,15,0,Avrenning til vann,"Grasdekt kantsone i aaker, korn",Prioriterte omraader,19,METER,211,4009,Avrenning,5.21.122.505
2021,34,3407,998673291,3407,215,9,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,20,2200,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3407,998673291,3407,215,9,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,18,1260,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3438,998659531,3438,52,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,54,5940,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3438,998659531,3438,52,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,75,DEKAR,22,1650,Regionalt prioriterte kulturlandskap,1.1.84.000
2021,34,3438,998659531,3438,52,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av enkeltstaaende automatisk fredete kulturminner,Beiting,1000,ANTALL,2,2000,Automatisk fredede kulturminner,3.8.103.303
2021,34,3438,998659531,3438,52,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,40,4400,Nyere tids kulturminner,3.9.109.303
2021,34,3438,998659531,3438,52,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,11,990,Avrenning,5.21.111.512
2021,34,3438,998659531,3438,52,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,4,480,Avrenning,5.21.111.526
2021,34,3438,998659531,3438,52,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,56,3920,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3407,998653142,3407,251,5,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,31,3410,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3407,998653142,3407,251,5,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,2,220,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3401,998635667,3401,110,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,44,3080,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3451,998631076,3451,106,10,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,1,110,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3451,998631076,3451,106,10,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,20,2200,Nyere tids kulturminner,3.9.109.303
