soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall_enhet,beloep
2017,17,5038,979427409,1721,262,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2017,17,5038,979427409,1721,262,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,56,DEKAR,304,17024
2017,17,5038,979427409,1721,262,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,83,DEKAR,67,5561
2017,17,5038,979427409,1721,262,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,187,DEKAR,24,4488
2017,18,1827,969706865,1827,2,7,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,14,14000
2017,12,1231,888507442,1231,101,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,540,DEKAR,2,1080
2017,12,1231,888507442,1231,101,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,90,DYREENHETER,0,0
2017,12,1231,888507442,1231,101,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,450,DEKAR,5,2250
2017,12,1231,888507442,1231,101,1,0,Kulturlandskap,Beite i utmark,Sau/geit,39,ANTALL_DYR,24,936
2017,12,1231,888507442,1231,101,1,0,Biologisk mangfold,Skjøtsel av styvingstrær,Skjøtsel av styvingstrær,63,ANTALL,30,1890
2017,18,1827,969709767,1827,16,4,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,3770,14326
2017,18,1827,969709767,1827,16,4,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,3,3000
2017,18,1827,969709767,1827,16,4,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,181,4525
2017,18,1827,969709767,1827,16,4,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,371,9275
2017,15,1532,916624247,1532,3,388,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,522,24012
2017,11,1133,916272979,1133,126,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,54,DEKAR,35,1890
2017,11,1133,916272979,1133,126,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,56,DEKAR,7,392
2017,15,1567,916158025,1567,67,14,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,39,1794
2017,15,1548,981471644,1548,56,12,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,29,1334
2017,14,1433,969310910,1433,126,3,0,Kulturlandskap,Beite i utmark,Sau/geit,50,ANTALL_DYR,60,3000
2017,15,1557,988727962,1557,52,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,84,10920
2017,15,1557,988727962,1557,52,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,3,390
2017,15,1557,988727962,1557,52,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,121,5566
2017,15,1525,969129248,1525,8,2,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,130,DEKAR,21,2730
2017,15,1525,969129248,1525,8,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,8,1040
2017,15,1525,969129248,1525,8,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,3,390
2017,15,1525,969129248,1525,8,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,115,5290
2017,12,1253,985012695,1253,156,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,209,DEKAR,16,3344
2017,12,1253,985012695,1253,156,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,450,DEKAR,10,4500
2017,12,1253,985012695,1253,156,1,0,Kulturlandskap,Beite i utmark,Sau/geit,39,ANTALL_DYR,0,0
2017,12,1253,985012695,1253,156,1,0,Kulturlandskap,Beite i utmark,Hest/storfe,64,ANTALL_DYR,0,0
2017,12,1253,985012695,1253,156,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,5,METER,196,980
2017,18,1820,969265206,1820,14,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,1692,"6429,6"
2017,18,1820,969265206,1820,14,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,258,6450
2017,15,1571,969400855,1571,29,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,18,2340
2017,15,1571,969400855,1571,29,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,3,390
2017,15,1571,969400855,1571,29,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,111,5106
2017,11,1119,987656522,1119,19,12,0,Avrenning til vassdrag og kyst,Ugjødsla randsone i eng,Ugjødsla randsone i eng,7,METER,982,6874
2017,15,1571,969991330,1571,101,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,14,1820
2017,15,1571,969991330,1571,101,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2017,15,1528,883044312,1528,16,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,13,1690
2017,15,1528,883044312,1528,16,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2017,15,1528,883044312,1528,16,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,22,1012
2017,15,1539,886218702,1539,57,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,0,0
2017,15,1539,886218702,1539,57,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,0,0
2017,15,1539,886218702,1539,57,3,0,Biologisk mangfold,Skjøtsel av slåttemark,Skjøtsel av slåttemark,1000,DEKAR,4,4000
2017,18,1826,993064556,1826,28,4,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,522,"1983,6"
2017,18,1826,993064556,1826,28,4,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,211,5275
2017,15,1520,915599516,1520,160,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,53,6890
2017,15,1520,915599516,1520,160,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2017,15,1525,869398322,1525,4,2,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,130,DEKAR,33,4290
2017,15,1525,869398322,1525,4,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,4,520
2017,15,1525,869398322,1525,4,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,15,1950
2017,15,1525,869398322,1525,4,2,0,Biologisk mangfold,Skjøtsel av slåttemark,Skjøtsel av slåttemark,1000,DEKAR,10,10000
2017,6,618,979494637,618,53,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Fjellområde,60,DEKAR,68,4080
2017,18,1848,886194242,1848,67,2,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,7,1400
2017,18,1848,886194242,1848,67,2,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,2247,"8538,6"
2017,18,1848,886194242,1848,67,2,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,1,1000
2017,18,1848,886194242,1848,67,2,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Slått,1500,DEKAR,0,0
2017,12,1245,970203125,1245,30,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,90,DYREENHETER,0,0
2017,12,1245,970203125,1245,30,1,0,Kulturlandskap,Beite i utmark,Sau/geit,39,ANTALL_DYR,83,3237
2017,15,1545,916357273,1545,35,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,1,1000
2017,15,1554,988971200,1554,80,1,0,Biologisk mangfold,Skjøtsel av slåttemark,Skjøtsel av slåttemark,1000,DEKAR,3,3000
2017,15,1554,988971200,1554,80,1,0,Biologisk mangfold,Skjøtsel av kystlynghei,Verdifull,40,DEKAR,456,18240
2017,14,1449,969589273,1449,157,21,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,284,DEKAR,7,1988
2017,14,1449,969589273,1449,157,21,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,426,DEKAR,7,2982
2017,14,1449,969589273,1449,157,21,0,Kulturlandskap,Beite i utmark,Sau/geit,50,ANTALL_DYR,0,0
2017,11,1119,986920102,1119,45,29,0,Avrenning til vassdrag og kyst,Ugjødsla randsone i eng,Ugjødsla randsone i eng,7,METER,547,3829
2017,11,1119,986920102,1119,45,29,0,Avrenning til vassdrag og kyst,Miljøavtale,Trinn 2,50,DEKAR,300,15000
2017,11,1119,986920102,1119,45,29,0,Utslipp til luft,Nedlegging og nedfelling,Voksende kultur,80,DEKAR,266,21280
2017,11,1119,986920102,1119,45,29,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,50,DEKAR,266,13300
2017,15,1576,997532376,1576,229,15,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,23,2990
2017,15,1576,997532376,1576,229,15,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,4,520
2017,15,1576,997532376,1576,229,15,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,70,DEKAR,44,3080
2017,15,1576,997532376,1576,229,15,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,181,8326
2017,15,1557,971466774,1557,24,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,208,9568
2017,8,822,995455390,822,79,5,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2017,8,822,995455390,822,79,5,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,100,DEKAR,35,3500
2017,8,822,995455390,822,79,5,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,180,DEKAR,36,6480
2017,8,822,995455390,822,79,5,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,180,DEKAR,52,9360
2017,15,1548,969399717,1548,92,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,219,10074
2017,15,1511,980482588,1511,109,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,36,4680
2017,15,1511,980482588,1511,109,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,71,3266
2017,18,1818,988712957,1818,9,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Øyer/holmer/veiløse områder,180,DYREENHETER,24,4320
2017,18,1818,988712957,1818,9,2,0,Biologisk mangfold,Beite av kystlynghei,Beite av kystlynghei,300,DYREENHETER,54,16200
2017,18,1818,988712957,1818,9,2,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,250,DEKAR,62,15000
2017,18,1828,969225549,1828,14,15,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,124,3100
2017,18,1827,994616900,1827,50,112,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Øyer/holmer/veiløse områder,180,DYREENHETER,32,5760
2017,18,1827,994616900,1827,50,112,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,5,900
2017,18,1827,994616900,1827,50,112,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,6,150
2017,15,1520,970058184,1520,158,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,28,3640
2017,15,1520,970058184,1520,158,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,3,390
2017,15,1520,970058184,1520,158,3,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,70,DEKAR,92,6440
2017,15,1520,970058184,1520,158,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,220,10120
2017,15,1524,998050766,1524,17,4,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,40,DEKAR,69,3840
2017,15,1524,998050766,1524,17,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,8,1040
2017,15,1524,998050766,1524,17,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,3,390
2017,15,1524,998050766,1524,17,4,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,117,5382
2017,4,420,969506823,420,62,37,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2017,4,420,969506823,420,62,37,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,0,DEKAR,42,0
2017,4,419,997818733,419,67,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2017,4,419,997818733,419,67,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,60,DEKAR,7,420
2017,4,419,997818733,419,67,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,105,DEKAR,116,12180
2017,4,419,997818733,419,67,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,180,DEKAR,11,1980
2017,18,1849,999074405,1849,59,17,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,192,"729,6"
2017,18,1849,999074405,1849,59,17,0,Biologisk mangfold,Beite av kystlynghei,Beite av kystlynghei,300,DYREENHETER,22,6600
2017,15,1560,979659725,1560,106,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,71,9230
2017,15,1560,979659725,1560,106,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,8,1040
2017,15,1560,979659725,1560,106,1,0,Biologisk mangfold,Skjøtsel av slåttemark,Skjøtsel av slåttemark,1000,DEKAR,0,0
2017,1,125,988706876,125,113,6,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,257,DEKAR,47,12079
2017,1,125,988706876,125,113,6,0,Avrenning til vassdrag og kyst,Andre grasdekte arealer,Andre grasdekte arealer,257,DEKAR,10,2570
2017,15,1567,970388710,1567,21,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,21,2730
2017,15,1567,970388710,1567,21,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2017,15,1567,970388710,1567,21,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,30,1380
2017,15,1566,984324251,1566,3,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,35,4550
2017,15,1566,984324251,1566,3,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,0,0
2017,15,1535,985254427,1535,48,29,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,70,DEKAR,215,15050
2017,15,1535,985254427,1535,48,29,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,259,11914
2017,10,1002,980535460,1002,99,13,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Bygdenært,110,DEKAR,56,6160
2017,15,1532,987821981,1532,4,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,2,2000
2017,15,1532,987821981,1532,4,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,54,2484
2017,11,1119,970392181,1119,69,12,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,500,ANTALL,15,7500
2017,11,1119,970392181,1119,69,12,0,Friluftsliv og tilgjengelighet,Vedlikehold av ferdselsårer i jordbrukslandskapet,Høy tilrettelegging,6,METER,290,1740
2017,15,1557,969233134,1557,70,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,17,2210
2017,15,1557,969233134,1557,70,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,5,650
2017,15,1557,969233134,1557,70,3,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,4,4000
2017,15,1557,969233134,1557,70,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,136,6256
2017,15,1515,988593621,1515,17,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,130,DEKAR,35,4550
2017,15,1515,988593621,1515,17,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,40,DEKAR,15,560
2017,15,1515,988593621,1515,17,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,1,1000
2017,15,1515,988593621,1515,17,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,134,6164
2017,18,1848,998904749,1848,132,4,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,240,912
2017,12,1241,989569767,1241,121,2,0,Kulturmiljøer og kulturminner,Drift av enkeltseter med melkeproduksjon,4-6 uker,25000,ANTALL,1,25000
2017,15,1576,988210528,1576,37,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,15,1950
2017,15,1576,988210528,1576,37,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2017,15,1576,988210528,1576,37,1,0,Kulturmiljøer og kulturminner,Drift av fellesseter med melkeproduksjon,4-6 uker,30000,ANDEL,5,6000
2017,15,1576,988210528,1576,37,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,312,14352
2017,12,1223,991650261,1223,48,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,950,ANTALL,1,950
2017,12,1223,991650261,1223,48,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,5,METER,359,1795
2017,15,1543,970562060,1543,79,8,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,130,DEKAR,52,6760
2017,15,1543,970562060,1543,79,8,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,40,DEKAR,75,4680
2017,15,1519,984661436,1519,116,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,11,1430
2017,15,1519,984661436,1519,116,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,10,1300
2017,18,1848,979461208,1848,76,7,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,3,3000
2017,18,1848,979461208,1848,76,7,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,230,5750
2017,15,1567,983753728,1567,30,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,96,12480
2017,15,1567,983753728,1567,30,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2017,15,1567,983753728,1567,30,1,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,70,DEKAR,200,14000
2017,15,1567,983753728,1567,30,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,326,14996
2017,15,1567,969395673,1567,58,13,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,11,1430
2017,15,1567,969395673,1567,58,13,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,3,390
2017,8,834,998884624,834,18,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,11,2200
2017,8,834,998884624,834,18,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,110,DYREENHETER,63,6930
2017,8,834,998884624,834,18,1,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,300,DEKAR,6,1800
2017,8,834,998884624,834,18,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,5,METER,858,"3025,38787"
2017,8,834,998884624,834,18,1,0,Kulturmiljøer og kulturminner,Skjøtsel av rydningsrøyser,Skjøtsel av rydningsrøyser,200,ANTALL,14,"1974,61213"
2017,18,1811,990556393,1811,49,17,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,7244,"27527,2"
2017,18,1811,990556393,1811,49,17,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,3,3000
2017,18,1811,990556393,1811,49,17,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,357,8925
2017,11,1121,970562451,1121,59,12,0,Biologisk mangfold,Slått av biologisk verdifulle arealer,Slått av biologisk verdifulle arealer,150,DEKAR,70,10500
2017,11,1121,970562451,1121,59,12,0,Friluftsliv og tilgjengelighet,Vedlikehold av ferdselsårer i jordbrukslandskapet,Høy tilrettelegging,6,METER,757,4542
2017,11,1121,970562451,1121,59,12,0,Avrenning til vassdrag og kyst,Ugjødsla randsone i eng,Ugjødsla randsone i eng,7,METER,372,2604
2017,15,1520,970568425,1520,133,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,63,8190
2017,15,1520,970568425,1520,133,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,7,910
2017,15,1520,970568425,1520,133,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,145,6670
2017,18,1811,969710838,1811,49,6,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,342,"1299,6"
2017,15,1511,966010487,1511,100,17,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,82,10660
2017,15,1511,966010487,1511,100,17,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,10,1300
2017,15,1511,966010487,1511,100,17,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,70,DEKAR,171,11970
2017,15,1511,966010487,1511,100,17,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,427,19642
2017,18,1804,969646250,1804,226,7,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,1041,"3955,8"
2017,15,1548,969129973,1548,79,4,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,566,26036
2017,15,1571,969842343,1571,34,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,0,0
2017,15,1571,969842343,1571,34,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,81,3726
2017,15,1543,969848880,1543,61,8,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,130,DEKAR,80,10400
2017,15,1543,969848880,1543,61,8,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,100,DYREENHETER,0,0
2017,15,1543,969848880,1543,61,8,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,15,1950
2017,15,1543,969848880,1543,61,8,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2017,15,1520,969260190,1520,97,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,39,5070
2017,15,1520,969260190,1520,97,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,2,260
2017,15,1520,969260190,1520,97,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,158,7268
2017,17,5039,980483320,1724,20,1,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,169,DEKAR,75,12675
2017,15,1539,969131072,1539,154,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,43,5590
2017,15,1539,969131072,1539,154,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2017,15,1524,979329458,1524,62,2,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,130,DEKAR,83,10790
2017,15,1524,979329458,1524,62,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,40,DEKAR,263,5680
2017,15,1539,916202849,1539,22,1,0,Kulturmiljøer og kulturminner,Drift av fellesseter med melkeproduksjon,4-6 uker,30000,ANDEL,3,10000
2017,15,1539,916202849,1539,22,1,0,Kulturmiljøer og kulturminner,Drift av fellesseter med foredling,Drift av fellesseter med foredling,20000,ANDEL,0,0
2017,15,1539,916202849,1539,22,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,222,10212
2017,18,1848,912632482,1848,86,14,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,25,4500
2017,18,1848,912632482,1848,86,14,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,1037,"3940,6"
2017,18,1848,912632482,1848,86,14,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,250,DEKAR,6,1500
2017,18,1848,912632482,1848,86,14,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,2,2000
2017,18,1848,912632482,1848,86,14,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,354,8850
2017,15,1548,969843498,1548,83,46,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,130,DEKAR,47,6110
