soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep,aktivitetsomraade
2022,50,5006,999552579,5006,403,5,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",173,DEKAR,12,2076,Avrenning
2022,50,5027,999550037,5027,120,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,216,DEKAR,21,4536,Regionalt prioriterte kulturlandskap
2022,50,5027,999550037,5027,120,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,216,DEKAR,3,648,Regionalt prioriterte kulturlandskap
2022,50,5027,999550037,5027,120,1,0,Kulturlandskap,Slått av verdifulle jordbrukslandskap,Slått av verdifulle jordbrukslandskap,324,DEKAR,8,2592,Regionalt prioriterte kulturlandskap
2022,50,5027,999550037,5027,120,1,0,Kulturminner og kulturmiljøer,Drift av seter,"Levering til meieri, 6 uker eller mer",100000,ANDEL,2,50000,Setring
2022,30,3026,999549829,3026,105,3,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,228,DEKAR,7,1596,Prioriterte naturverdier
2022,30,3026,999549829,3026,105,3,0,Kulturminner og kulturmiljøer,Skjøtsel av trerekker,Skjøtsel av trerekker,14,METER,105,1470,Nyere tids kulturminner
2022,30,3026,999549829,3026,105,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",111,DEKAR,16,1776,Avrenning
2022,30,3026,999549829,3026,105,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",111,DEKAR,8,888,Avrenning
2022,30,3026,999549829,3026,105,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",206,DEKAR,48,9888,Avrenning
2022,30,3026,999549829,3026,105,3,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,186,DEKAR,10,1860,Avrenning
2022,30,3026,999549829,3026,105,3,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,115,DEKAR,22,2530,Avrenning
2022,30,3026,999549829,3026,105,3,0,Avrenning til vann,"Grasdekt kantsone i åker, korn",Prioriterte områder,13,METER,570,7410,Avrenning
2022,15,1578,999547079,1578,149,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,400,DEKAR,20,8000,Regionalt prioriterte kulturlandskap
2022,15,1578,999547079,1578,149,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,400,DEKAR,3,1200,Regionalt prioriterte kulturlandskap
2022,15,1578,999547079,1578,149,2,0,Kulturlandskap,Slått av verdifulle jordbrukslandskap,Slått av verdifulle jordbrukslandskap,125,DEKAR,130,16250,Regionalt prioriterte kulturlandskap
2022,15,1578,999547079,1578,149,2,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjødsel,Nedfelling eller nedlegging av husdyrgjødsel,80,DEKAR,470,37600,Miljøvennlig spredning av husdyrgjødsel
2022,30,3014,999546854,3014,26,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",111,DEKAR,174,19314,Avrenning
2022,30,3014,999546854,3014,26,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",111,DEKAR,3,333,Avrenning
2022,30,3014,999546854,3014,26,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",111,DEKAR,120,13320,Avrenning
2022,30,3014,999546854,3014,26,1,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,115,DEKAR,39,4485,Avrenning
2022,30,3014,999546854,3014,26,1,0,Avrenning til vann,"Grasdekt kantsone i åker, korn",Prioriterte områder,13,METER,430,5590,Avrenning
2022,11,1119,999543731,1119,111,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,153,DEKAR,28,4284,Regionalt prioriterte kulturlandskap
2022,11,1119,999543731,1119,111,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,153,DEKAR,7,1071,Regionalt prioriterte kulturlandskap
2022,11,1119,999543731,1119,111,3,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,132,DEKAR,156,20592,Regionalt prioriterte kulturlandskap
2022,11,1119,999543731,1119,111,3,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,132,DEKAR,117,15444,Regionalt prioriterte kulturlandskap
2022,11,1119,999543731,1119,111,3,0,Biologisk mangfold,Beiting av kystlynghei,Svært viktig,70,DEKAR,560,39200,Utvalgte naturtyper
2022,11,1119,999543731,1119,111,3,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,300,DEKAR,33,9900,Prioriterte naturverdier
2022,11,1119,999543731,1119,111,3,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjødsel,Nedfelling eller nedlegging av husdyrgjødsel,85,DEKAR,179,15215,Miljøvennlig spredning av husdyrgjødsel
2022,11,1119,999543731,1119,111,3,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Spredning av husdyrgjødsel med tilførselsslange,55,DEKAR,178,9790,Miljøvennlig spredning av husdyrgjødsel
2022,46,4646,999543294,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1783,53490,Opprettholde kulturlandskapet
2022,46,4646,999543294,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,186,6510,Opprettholde kulturlandskapet
2022,46,4602,999542581,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,836,25080,Opprettholde kulturlandskapet
2022,46,4602,999542581,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,119,4165,Opprettholde kulturlandskapet
2022,46,4650,999538711,4650,12,39,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,423,DEKAR,12,5076,Regionalt prioriterte kulturlandskap
2022,46,4650,999538711,4650,12,39,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,634,DEKAR,23,14582,Regionalt prioriterte kulturlandskap
2022,46,4650,999538711,4650,12,39,0,Kulturminner og kulturmiljøer,Skjøtsel av automatisk fredete kulturminner,Slått,1500,DEKAR,2,3000,Automatisk fredede kulturminner
2022,34,3430,999538096,3430,130,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,58,6380,Regionalt prioriterte kulturlandskap
2022,34,3430,999538096,3430,130,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,5,550,Regionalt prioriterte kulturlandskap
2022,34,3430,999538096,3430,130,1,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Slått/rydding,110,DEKAR,56,6160,Nyere tids kulturminner
2022,34,3430,999538096,3430,130,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjødsel,Nedfelling eller nedlegging av husdyrgjødsel,85,DEKAR,122,10370,Miljøvennlig spredning av husdyrgjødsel
2022,34,3430,999538096,3430,130,1,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Spredning av husdyrgjødsel med tilførselsslange,60,DEKAR,121,7260,Miljøvennlig spredning av husdyrgjødsel
2022,34,5025,999538096,3430,130,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,216,DEKAR,2,432,Regionalt prioriterte kulturlandskap
2022,34,5025,999538096,3430,130,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjødsel,Nedfelling eller nedlegging av husdyrgjødsel,70,DEKAR,71,4970,Miljøvennlig spredning av husdyrgjødsel
2022,34,3439,999537715,,,,,Kulturlandskap,Drift av beitelag,Småfe,23,ANTALL_DYR,2409,55407,Opprettholde kulturlandskapet
2022,34,3439,999537715,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,48,ANTALL_DYR,538,25824,Opprettholde kulturlandskapet
2022,18,1827,999537243,,,,,Kulturlandskap,Drift av beitelag,Småfe,15,ANTALL_DYR,1709,25635,Opprettholde kulturlandskapet
2022,18,1827,999537243,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,93,2325,Opprettholde kulturlandskapet
2022,30,3038,999536239,3038,205,4,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,152,DEKAR,10,1520,Regionalt prioriterte kulturlandskap
2022,30,3038,999536239,3038,205,4,0,Kulturminner og kulturmiljøer,Skjøtsel av enkeltstående automatisk fredete kulturminner,Slått,451,ANTALL,1,451,Automatisk fredede kulturminner
2022,30,3038,999536239,3038,205,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",111,DEKAR,3,333,Avrenning
2022,30,3038,999536239,3038,205,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",111,DEKAR,1,111,Avrenning
2022,30,3038,999536239,3038,205,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",206,DEKAR,7,1442,Avrenning
2022,30,3038,999536239,3038,205,4,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,186,DEKAR,2,372,Avrenning
2022,15,1577,999535690,1577,240,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,400,DEKAR,11,4400,Regionalt prioriterte kulturlandskap
2022,15,1577,999535690,1577,240,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,400,DEKAR,1,400,Regionalt prioriterte kulturlandskap
2022,15,1577,999535690,1577,240,1,0,Kulturminner og kulturmiljøer,Drift av seter,"Levering til meieri, 6 uker eller mer",70000,ANDEL,6,"11666,67",Setring
2022,15,1577,999535690,1577,240,1,0,Kulturminner og kulturmiljøer,Skjøtsel av enkeltstående automatisk fredete kulturminner,Beiting,1000,ANTALL,1,1000,Automatisk fredede kulturminner
2022,15,1577,999535690,1577,240,1,0,Utslipp til luft,Spredning av husdyrgjødsel om våren og eller i vekstsesongen,Spredning av husdyrgjødsel om våren og eller i vekstsesongen,72,DEKAR,132,9504,Miljøvennlig spredning av husdyrgjødsel
2022,46,4647,999533108,4647,535,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjødsel,Nedfelling eller nedlegging av husdyrgjødsel,86,DEKAR,75,6450,Miljøvennlig spredning av husdyrgjødsel
2022,46,4647,999533108,4647,535,1,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Spredning av husdyrgjødsel med tilførselsslange,250,DEKAR,75,18750,Miljøvennlig spredning av husdyrgjødsel
2022,15,1520,999533027,1520,28,6,0,Utslipp til luft,Spredning av husdyrgjødsel om våren og eller i vekstsesongen,Spredning av husdyrgjødsel om våren og eller i vekstsesongen,72,DEKAR,332,23904,Miljøvennlig spredning av husdyrgjødsel
2022,15,1520,999533027,1520,28,6,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Spredning av husdyrgjødsel med tilførselsslange,80,DEKAR,113,9040,Miljøvennlig spredning av husdyrgjødsel
2022,11,1160,999532381,1160,113,12,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,153,DEKAR,13,1989,Regionalt prioriterte kulturlandskap
2022,11,1160,999532381,1160,113,12,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,153,DEKAR,1,153,Regionalt prioriterte kulturlandskap
2022,11,1160,999532381,1160,113,12,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,132,DEKAR,169,22308,Regionalt prioriterte kulturlandskap
2022,11,1160,999532381,1160,113,12,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,132,DEKAR,105,13860,Regionalt prioriterte kulturlandskap
2022,11,1160,999532381,1160,113,12,0,Friluftsliv,Vedlikehold av turstier i jordbrukslandskapet,Høy tilrettelegging,8,METER,1641,13128,Turmuligheter og tilgjengelighet
2022,11,1160,999532381,1160,113,12,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjødsel,Nedfelling eller nedlegging av husdyrgjødsel,85,DEKAR,93,7905,Miljøvennlig spredning av husdyrgjødsel
2022,11,1160,999532381,1160,113,12,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Spredning av husdyrgjødsel med tilførselsslange,55,DEKAR,93,5115,Miljøvennlig spredning av husdyrgjødsel
2022,11,1149,999532063,1149,39,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,153,DEKAR,1,153,Regionalt prioriterte kulturlandskap
2022,11,1149,999532063,1149,39,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,132,DEKAR,2,264,Regionalt prioriterte kulturlandskap
2022,11,1149,999532063,1149,39,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,132,DEKAR,2,264,Regionalt prioriterte kulturlandskap
2022,30,3014,999530982,3014,642,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",111,DEKAR,293,32523,Avrenning
2022,30,3014,999530982,3014,642,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",111,DEKAR,82,9102,Avrenning
2022,30,3014,999530982,3014,642,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 3, prioriterte områder",206,DEKAR,109,22454,Avrenning
2022,30,3014,999530982,3014,642,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",111,DEKAR,16,1776,Avrenning
2022,30,3014,999530982,3014,642,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",206,DEKAR,2,412,Avrenning
2022,30,3014,999530982,3014,642,2,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,115,DEKAR,59,6785,Avrenning
2022,46,4618,999530966,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,3443,103290,Opprettholde kulturlandskapet
2022,46,4618,999530966,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,82,2870,Opprettholde kulturlandskapet
2022,42,4203,999530737,4203,412,13,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",130,DEKAR,4,520,Avrenning
2022,42,4203,999530737,4203,412,13,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 3, prioriterte områder",130,DEKAR,1,130,Avrenning
2022,42,4203,999530737,4203,412,13,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",130,DEKAR,10,1300,Avrenning
2022,34,3034,999530524,3415,34,2,0,Biologisk mangfold,Soner for pollinerende insekter,Høy sats,10,METER,853,8530,Prioriterte naturverdier
2022,34,3415,999530524,3415,34,2,0,Biologisk mangfold,Soner for pollinerende insekter,Høy sats,10,METER,1514,15140,Prioriterte naturverdier
2022,34,3415,999530524,3415,34,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",130,DEKAR,549,71370,Avrenning
2022,34,3415,999530524,3415,34,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",185,DEKAR,27,4995,Avrenning
2022,34,3415,999530524,3415,34,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",160,DEKAR,84,13440,Avrenning
2022,46,4644,999530214,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,2019,60570,Opprettholde kulturlandskapet
2022,46,4644,999530214,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,144,5040,Opprettholde kulturlandskapet
2022,46,4649,999529127,4649,83,5,0,Kulturlandskap,Drift av bratt fruktareal,Overflatedyrka og fulldyrka 1:5,1053,DEKAR,3,3159,Regionalt prioriterte kulturlandskap
2022,30,3048,999528090,3048,41,1,0,Biologisk mangfold,Soner for pollinerende insekter,Lav sats,5,METER,1867,9335,Prioriterte naturverdier
2022,30,3048,999528090,3048,41,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",111,DEKAR,170,18870,Avrenning
2022,30,3048,999528090,3048,41,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",111,DEKAR,33,3663,Avrenning
2022,30,3048,999528090,3048,41,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",111,DEKAR,47,5217,Avrenning
2022,30,3048,999528090,3048,41,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",206,DEKAR,130,26780,Avrenning
2022,30,3048,999528090,3048,41,1,0,Avrenning til vann,Direktesådd høstkorn og høstoljevekster,Prioriterte områder,174,DEKAR,220,38280,Avrenning
2022,30,3048,999528090,3048,41,1,0,Avrenning til vann,Fangvekster som underkultur,Prioriterte områder,174,DEKAR,111,19314,Avrenning
2022,30,3048,999528090,3048,41,1,0,Avrenning til vann,"Grasdekt kantsone i åker, korn",Prioriterte områder,13,METER,1867,24271,Avrenning
2022,34,3432,999523544,,,,,Kulturlandskap,Drift av beitelag,Småfe,23,ANTALL_DYR,2835,65205,Opprettholde kulturlandskapet
2022,34,3432,999523544,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,48,ANTALL_DYR,114,5472,Opprettholde kulturlandskapet
2022,50,5059,999522955,5059,557,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,216,DEKAR,69,14904,Regionalt prioriterte kulturlandskap
2022,50,5059,999522955,5059,557,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,216,DEKAR,3,648,Regionalt prioriterte kulturlandskap
2022,50,5032,999522416,5032,129,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,216,DEKAR,6,1296,Regionalt prioriterte kulturlandskap
2022,50,5032,999522416,5032,129,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,216,DEKAR,7,1512,Regionalt prioriterte kulturlandskap
2022,50,5032,999522416,5032,129,1,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,124,DEKAR,23,2852,Prioriterte naturverdier
2022,50,5032,999522416,5032,129,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",103,DEKAR,265,27295,Avrenning
2022,50,5032,999522416,5032,129,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",135,DEKAR,38,5130,Avrenning
2022,50,5032,999522416,5032,129,1,0,Utslipp til luft,Spredning av husdyrgjødsel om våren og eller i vekstsesongen,Spredning av husdyrgjødsel om våren og eller i vekstsesongen,25,DEKAR,419,10475,Miljøvennlig spredning av husdyrgjødsel
2022,30,3016,999514537,3016,124,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",111,DEKAR,21,2331,Avrenning
2022,30,3016,999514537,3016,124,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",111,DEKAR,90,9990,Avrenning
2022,30,3016,999514537,3016,124,1,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,115,DEKAR,18,2070,Avrenning
2022,30,3016,999514537,3016,124,1,0,Avrenning til vann,Direktesådd høstkorn og høstoljevekster,Prioriterte områder,174,DEKAR,42,7308,Avrenning
2022,30,3016,999514537,3016,124,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjødsel,Nedfelling eller nedlegging av husdyrgjødsel,18,DEKAR,168,3024,Miljøvennlig spredning av husdyrgjødsel
2022,46,4638,999513387,4638,7,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,423,DEKAR,30,12690,Regionalt prioriterte kulturlandskap
2022,46,4638,999513387,4638,7,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,634,DEKAR,11,6974,Regionalt prioriterte kulturlandskap
2022,50,5035,999513093,5035,196,4,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,184,DEKAR,45,8280,Regionalt prioriterte kulturlandskap
2022,50,5035,999513093,5035,196,4,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,124,DEKAR,46,5704,Prioriterte naturverdier
2022,50,5035,999513093,5035,196,4,0,Utslipp til luft,Spredning av husdyrgjødsel om våren og eller i vekstsesongen,Spredning av husdyrgjødsel om våren og eller i vekstsesongen,25,DEKAR,160,4000,Miljøvennlig spredning av husdyrgjødsel
2022,50,5035,999513093,5035,196,4,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjødsel,Nedfelling eller nedlegging av husdyrgjødsel,70,DEKAR,171,11970,Miljøvennlig spredning av husdyrgjødsel
2022,50,5055,999513018,5055,65,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,216,DEKAR,31,6696,Regionalt prioriterte kulturlandskap
2022,15,1506,999512704,1506,99,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,400,DEKAR,97,38800,Regionalt prioriterte kulturlandskap
2022,15,1506,999512704,1506,99,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,400,DEKAR,4,1600,Regionalt prioriterte kulturlandskap
2022,15,1506,999512704,1506,99,3,0,Utslipp til luft,Spredning av husdyrgjødsel om våren og eller i vekstsesongen,Spredning av husdyrgjødsel om våren og eller i vekstsesongen,72,DEKAR,100,7200,Miljøvennlig spredning av husdyrgjødsel
2022,46,4640,999512097,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,557,16710,Opprettholde kulturlandskapet
2022,50,5021,999508693,,,,,Kulturlandskap,Drift av beitelag,Småfe,33,ANTALL_DYR,1011,33363,Opprettholde kulturlandskapet
2022,46,4642,999508421,4642,11,9,0,Biologisk mangfold,Soner for pollinerende insekter,Høy sats,50,METER,199,8000,Prioriterte naturverdier
2022,46,4639,999507697,4639,144,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,423,DEKAR,25,10575,Regionalt prioriterte kulturlandskap
2022,46,4639,999507697,4639,144,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,634,DEKAR,1,634,Regionalt prioriterte kulturlandskap
2022,11,1134,999507344,1134,42,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,153,DEKAR,2,306,Regionalt prioriterte kulturlandskap
2022,11,1134,999507344,1134,42,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,153,DEKAR,3,459,Regionalt prioriterte kulturlandskap
2022,11,1134,999507344,1134,42,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,132,DEKAR,7,924,Regionalt prioriterte kulturlandskap
2022,11,1134,999507344,1134,42,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,132,DEKAR,18,2376,Regionalt prioriterte kulturlandskap
2022,11,1134,999507344,1134,42,2,0,Biologisk mangfold,Skjøtsel av styvingstrær,Skjøtsel av styvingstrær,600,ANTALL,1,600,Prioriterte naturverdier
2022,50,5035,999506968,5035,61,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",103,DEKAR,41,4223,Avrenning
2022,50,5035,999506968,5035,61,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",113,DEKAR,15,1695,Avrenning
2022,50,5035,999506968,5035,61,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 3, prioriterte områder",270,DEKAR,9,2430,Avrenning
2022,50,5035,999506968,5035,61,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, andre områder",65,DEKAR,2,130,Avrenning
2022,50,5035,999506968,5035,61,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",135,DEKAR,31,4185,Avrenning
2022,30,3047,999506755,3047,28,8,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,152,DEKAR,39,5928,Regionalt prioriterte kulturlandskap
2022,30,3047,999506755,3047,28,8,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,228,DEKAR,2,456,Regionalt prioriterte kulturlandskap
2022,30,3047,999506755,3047,28,8,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,"Lav sats, hest/storfe",285,ANTALL_DYR,10,2850,Regionalt prioriterte kulturlandskap
2022,30,3047,999506755,3047,28,8,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjødsel,Nedfelling eller nedlegging av husdyrgjødsel,18,DEKAR,159,2862,Miljøvennlig spredning av husdyrgjødsel
2022,34,3430,999478794,,,,,Kulturlandskap,Drift av beitelag,Småfe,23,ANTALL_DYR,1153,26519,Opprettholde kulturlandskapet
2022,34,3430,999478794,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,48,ANTALL_DYR,276,13248,Opprettholde kulturlandskapet
2022,50,5029,999405436,5029,76,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",103,DEKAR,72,7416,Avrenning
2022,50,5029,999405436,5029,76,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",113,DEKAR,16,1808,Avrenning
2022,50,5029,999405436,5029,76,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",173,DEKAR,62,10726,Avrenning
2022,30,3026,999398316,3026,128,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",111,DEKAR,167,18537,Avrenning
2022,30,3026,999398316,3026,128,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",111,DEKAR,3,333,Avrenning
2022,30,3026,999398316,3026,128,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",111,DEKAR,45,4995,Avrenning
2022,30,3026,999398316,3026,128,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",206,DEKAR,8,1648,Avrenning
2022,30,3026,999398316,3026,128,4,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,115,DEKAR,114,13110,Avrenning
2022,34,3454,999342485,3454,72,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,135,14850,Regionalt prioriterte kulturlandskap
2022,34,3454,999342485,3454,72,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,6,660,Regionalt prioriterte kulturlandskap
